DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6360;P6360S1;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5595710;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;1;;1;;2;1014980;2;;;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;9;9;;1;;1;1;1;4;1;;;;;;;;;1;9;1;0;12;4;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;2;1;1;1;1;2;2;1;3;30;5;;1;1;95;41;1;10;1;4111;1014980;52;256.4609862;
5595711;1;1;1;60;52;1;;;52;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;2;470000;1;;3;;1;2;12;30;2;;30;;;;2;5;;2;;2;;;;;;;;;;;;1;2;2;1;12;24;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;1;1;2;1;1;3;10;8;;1;;45;47;1;10;4;4799;470000;52;299.13831354;
5595711;1;2;1;60;52;1;;;52;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;650000;1;;3;;1;2;12;40;;.;40;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;3;1;;7;1;52;20;6;;;2;5;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;8;;1;;98;49;1;10;4;4921;650000;52;299.13831354;
5595712;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;144;;5;;1;2600000;2;;;2;;2;;2;;2;;1;64000;1;2;;;2;;;2;;;1;256000;1;1;70000;1;1;1300000;1;2600000;1;1100000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;4;;1;;1;3;1;11;1;;;;;;;;;2;2;1;0;5;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;2;11;30;1;;1;;58;84;1;10;2;8423;2600000;52;349.83944528;
5595712;1;2;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;48;;1;;2;908526;2;;;1;150000;2;;2;;2;;2;;;1;106454;2;1;35000;2;2;;;2;;;2;;;1;908546;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;1;2;;1;;1;1;1;12;1;;;;;;;;;1;1;1;12;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;10;3;;1;;59;97;1;10;3;9700;1058526;52;349.83944528;
5595713;1;1;1;60;52;1;;;52;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400000;1;;3;;3;1;12;30;2;;30;;;;1;2;;1;;1;2;2;10;;1;;;;;;;;2;2;1;0;120;6;;3;2;;;;;;;;1;15;2;1;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;2;30;9;;1;1;55;81;1;10;4;8121;400000;52;157.01358546;
5595715;1;1;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;600000;1;;3;;1;2;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;95;31;1;10;4;3110;600000;52;193.7998986;
5595715;1;2;1;60;52;1;;;52;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;3;30000;1;;3;;3;2;12;14;2;;14;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;48;120;4;;6;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;;1;;45;47;1;10;4;4792;30000;52;193.7998986;
5595715;1;3;1;60;52;1;;;52;1;1;;;1;;1;1;2;1;48;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;877000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;4;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;3;;1;;45;47;1;10;1;4774;908526;52;193.7998986;
5595718;1;1;1;60;52;1;;;52;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;3;200000;1;;3;;5;2;12;65;;.;65;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;1;;5;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;2;1;1;1;2;2;1;1;14;;8;;1;1;77;56;1;10;4;5619;200000;52;183.36856528;
5595718;1;2;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;;1;;3;;3;2;12;60;;.;60;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;98;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;15;3;;1;;98;45;1;10;4;4520;;52;183.36856528;
5595718;1;3;1;60;52;1;;;52;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;24;2;;24;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;45;56;1;10;6;5619;;52;183.36856528;
5595718;1;4;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;12;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;36;2;;36;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;11;10;3;;1;1;79;13;1;10;1;1392;908000;52;183.36856528;
5595719;1;1;1;60;52;1;;;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;500000;1;;3;;5;1;12;40;;.;40;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;2;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;1;2;1;2;2;1;3;10;3;;1;1;55;81;1;10;4;8121;500000;52;177.0962358;
5595720;1;1;1;60;52;1;;;52;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;1100000;1;;3;;3;2;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;96;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;8;;1;;16;90;1;10;4;9005;1100000;52;256.4609862;
5595722;1;1;1;60;52;1;;;52;1;2;2;12;2;4;1;1;2;1;12;;2;;2;1300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;16;1;;;;;;;;;1;1;1;0;12;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;15;8;;1;;58;84;1;10;1;8412;1300000;52;182.79885782;8010
5595722;1;5;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;96;;1;;2;340000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;60;12;3;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;54;97;1;10;3;9700;440000;52;182.79885782;
5595723;1;1;1;60;52;1;;;52;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300000;1;;1;;1;1;12;30;1;;30;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;2;1;1;2;2;1;3;12;8;;1;1;99;38;1;10;4;3830;300000;52;204.30573726;
5595723;1;2;1;60;52;1;;;52;2;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300000;1;;2;;1;2;12;35;1;;35;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;0;14;4;;3;2;;;;;;;;1;40;1;1;1;1;1;2;1;2;2;2;2;2;;2;1;1;1;2;2;2;1;3;3;3;;1;1;59;96;1;10;4;9609;300000;52;204.30573726;
5595725;1;1;1;60;52;1;;;52;1;2;2;2;1;;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;1500000;1;;3;;1;1;11;50;;.;50;;;;5;8;;1;;1;1;2;15;1;;;;;;;;;1;2;1;1;120;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;11;180;8;;1;;02;43;1;10;4;4321;1500000;52;458.50296947;
5595726;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;432;;5;;2;1600000;2;;;2;;2;;2;;2;;1;70000;1;1;1006454;1;2;;;2;;;2;;;1;200000;2;1;800000;1;1600000;1;800000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;8;;1;;1;2;1;36;;1;;;;;;;;1;1;1;0;60;2;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;1;;1;;03;84;1;10;2;8413;1600000;52;193.7998986;
5595726;1;2;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;2;;;2;300000;1;;3;;1;2;12;22;2;;22;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;2;40;3;;1;;41;47;1;10;5;4711;300000;52;193.7998986;
5595726;1;3;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;12;;6;;1;1600000;2;;;2;;2;;2;;2;;2;;;1;106454;1;1;35000;2;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;84;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;40;2;;1;;45;47;1;10;1;4711;1600000;52;193.7998986;
5595728;1;1;1;60;52;1;;;52;2;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;500000;1;;3;;3;1;12;40;;.;40;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;4;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;1;3;30;3;;1;;87;45;1;10;4;4520;500000;52;256.4609862;
5595729;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;120;;1;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;70000;2;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;1;1;11;1;;1;;;;;;;1;1;1;6;12;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;18;3;;1;;59;47;1;10;1;4773;1100000;52;271.92881207;
5595730;1;1;1;60;52;1;;;52;1;2;2;12;1;;1;1;2;1;84;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;1;300000;1;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;9;7;;1;;1;2;1;7;1;;;;;;;;;1;1;1;0;12;1;;3;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;1;2;2;1;2;11;30;8;;1;1;33;10;1;10;1;1081;1200000;52;124.94098686;
5595730;1;2;1;60;52;1;;;52;1;2;2;12;2;1;2;1;2;1;48;;1;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;9;;;;;;;;;1;1;1;1;3;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;11;20;5;;1;;45;47;1;10;1;4732;1100000;52;124.94098686;7810
5595731;1;1;1;60;52;1;;;52;1;2;2;3;1;;1;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1400000;1;;1;;1;2;12;40;;.;40;;;;9;1;;1;;1;1;2;6;1;;;;;;;;;1;2;1;0;8;1;;13;1;52;12;1;;500000;2;7;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;14;;2;;1;;39;84;1;10;4;8412;1900000;52;177.0962358;
5595732;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;96;;5;;2;1800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;1;130000;1;2;;;1;900000;1;1800000;1;900000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;9;4;;1;;1;3;1;8;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;2;2;;2;1;2;2;1;2;1;1;3;15;3;;1;1;58;84;1;10;2;8424;1800000;52;256.4609862;
5595733;1;1;1;60;52;1;;;52;2;;;;;;;;;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;600000;1;;3;;1;2;12;50;;.;50;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;24;24;1;;2;2;;;;;;;;2;;;;1;1;1;2;1;2;1;1;1;2;;2;1;1;2;2;2;2;2;14;;8;;1;1;98;49;1;10;4;4921;600000;52;349.83944528;
5595734;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;84;;2;;2;908526;2;;;1;100000;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;877803;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;24;168;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;3;;1;;53;56;1;10;1;5611;1008526;52;314.88856463;
5595734;2;1;2;60;52;1;;;52;1;1;;;1;;1;2;2;2;1;;1;;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;44;;.;44;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;1;3;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;1;1;2;1;1;3;30;3;;1;;95;41;1;10;1;4111;500000;52;314.88856463;
5595735;1;1;1;60;52;1;;;52;2;;;;;;;;;;0;TRABAJA PARA UN ASALARIADO REALIZANDO UNA DE SUS FUNCIONES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;TRABAJA PARA UN ASALARIADO;;;;3;600000;1;;3;;3;2;8;20;2;;20;;;;1;4;;1;;1;2;2;9;1;;;;;;;;;2;2;1;4;96;1;;13;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;1;1;12;20;3;;1;1;98;49;1;10;9;4921;600000;52;204.30573726;
5595736;1;1;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;180;;1;;2;300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;24;2;;24;;;;2;1;;1;;2;;;;;;;;;;1;PENSION;;2;2;1;12;360;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;14;;10;PENSION;1;;90;22;1;10;1;2229;300000;52;314.88856463;
5595736;1;2;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;48;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;4;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;60;3;;1;;85;45;1;10;1;4520;1200000;52;314.88856463;
5595738;1;1;1;60;52;1;;;52;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;900000;1;;3;;3;2;12;40;;.;40;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;20;8;;1;;13;85;1;10;4;8559;900000;52;256.4609862;
5595739;1;1;1;60;52;1;;;52;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;3;2;12;40;;.;16;7;CUIDAR A PERSONA ENFERMA;;1;2;;1;;2;;;;;;;;;;;;1;2;2;1;0;120;6;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;8;;1;;59;86;1;10;4;8699;500000;52;157.01358546;
5595740;1;1;1;60;52;1;;;52;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;2;;;2;700000;1;;3;;3;2;8;44;;.;44;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;2;2;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;1;2;;1;1;1;1;1;2;2;1;3;60;3;;1;1;95;31;1;10;4;3110;700000;52;307.19200604;
5595741;1;1;1;60;52;1;;;52;1;2;2;4;1;;1;1;2;1;3;;5;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;2;;;1;500000;2;;1;500000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;10;2;;10;;;;9;7;;1;;1;2;1;17;1;;;;;;;;;1;1;1;1;4;2;;1;1;52;2;4;;300000;1;1;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;3;;1;;13;85;1;10;2;8544;1300000;52;322.62994382;
5595742;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;384;;2;;2;4000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2000000;1;4000000;1;2000000;1;500000;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;35;3;ES LA JORNADA ESTABLECIDA POR EL MAGISTERIO;35;;;;9;7;;1;;3;;;;;;;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;8;30;10;LA PENSION;;;13;85;1;10;2;8530;4000000;52;205.86435222;
5595744;1;1;1;60;52;1;;;52;1;2;2;12;1;;1;1;2;1;22;;2;;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;44;;;;7;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;0;36;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;9;;1;;13;69;1;10;1;6910;2800000;52;160.20418083;
5595745;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;612;;5;;2;3500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1250000;1;3500000;1;1250000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;50;;;;9;1;;1;;3;;;;;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;14;;5;;;;13;85;1;10;2;8530;3500000;52;157.01358546;
5595747;1;1;1;60;54;1;;;54;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;;;;;3;300000;1;;1;;4;2;6;28;2;;28;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;6;3;4;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;14;;3;;1;1;97;82;1;10;4;8292;300000;54;388.51733033;
5595748;1;3;1;60;54;1;;;54;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;450000;1;;1;;1;1;12;30;1;;15;7;POR MOTIVOS PERSONALES;;1;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;20;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;3;20;3;;1;1;45;47;1;10;4;4761;450000;54;326.64236168;
5595748;1;4;1;60;54;1;;;54;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;70000;1;;1;;11;2;2;7;2;;0;6;;2;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;45;3;;1;;54;88;1;10;4;8891;70000;54;326.64236168;
5595749;1;1;1;60;54;1;;;54;1;2;1;;1;;1;1;1;1;120;;2;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;70000;2;2;;;2;;;2;;;1;454500;1;435800;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;54;;.;54;;;;9;6;;1;;1;1;1;13;1;;;;;;;;;1;1;1;0;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;8;;1;;85;61;1;10;1;6120;1000000;54;447.51897933;
5595750;1;1;1;60;54;1;;;54;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;;;;;3;150000;1;;3;;1;2;12;42;;.;42;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;2;6;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;15;5;;1;;45;47;1;10;4;4781;150000;54;324.27590993;
5595752;1;1;1;60;54;1;;;54;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;;;;;3;800000;1;;3;;3;2;12;60;;.;60;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;2;40;8;;1;;79;14;1;10;4;1410;800000;54;877.65251504;
5595752;1;4;1;60;54;1;;;54;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;;;;;3;400000;1;;3;;4;2;5;48;;.;48;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;2;3;4;;12;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;3;;1;;41;47;1;10;4;4741;400000;54;877.65251504;
5595753;1;1;1;60;54;1;;;54;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;800000;1;;3;;3;1;12;70;;.;70;;;;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;0;48;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;2;3;5;3;;1;;98;49;1;10;4;4921;800000;54;432.02174424;
5595753;1;2;1;60;54;1;;;54;1;2;1;;1;;1;1;1;1;8;;2;;1;1014980;1;140000;2;2;;2;;2;;2;;2;;;1;106454;1;2;;;2;;;2;;;2;;;1;450000;1;450000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;48;;.;48;;;;4;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;13;3;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;3;;1;;33;47;1;10;1;4711;1014980;54;432.02174424;
